gs,ACH-000439,ACH-000789,ACH-000531,ACH-000399,ACH-000175
GABRA2,0.025802448,5.326512212,0.128476648,0.010556493,0.010556493
BNIP3L,3.904075998,5.71485661,6.95369474,5.760476619,6.447489351
IGFBP5,0.098141337,5.058981977,11.49742323,8.478060163,9.786358605
WDR5,4.164401898,5.771753951,3.577425347,5.252234469,3.934616556
JMJD1C,4.077184961,4.50413456,3.725497522,5.402449215,4.434495571
DYNLL2,4.314579912,4.841945797,4.649125159,5.53628149,4.607054499
ARHGEF33,0.027511105,0.181466697,0.414086452,0.136772772,0.414086452
RCAN2,0.087894785,3.893197891,1.995194499,0.343242604,4.123800323
PCYOX1,2.13774393,3.315277949,6.124398258,4.534720116,6.700472819
SUFU,2.770656124,2.322486723,2.465993393,2.125080291,2.943873902
TBC1D7,3.727700921,3.855450798,4.221884237,6.167018906,4.161047304
LGI4,-0.037242472,-0.037242472,0.510452393,1.097918152,0.006328013
DNAH5,-0.06081346,1.612997645,1.352285971,2.003508259,0.801641667
C1orf109,4.118245904,6.13282548,3.556252502,5.241313984,3.85391467
PUSL1,3.69067606,3.773010138,3.2341132,3.163671685,3.670630402
LATS2,2.96743464,0.281798335,4.56661114,1.236764756,4.244707381
TPM1,2.757279155,6.583315283,11.29716051,5.634170435,10.02871858
MLIP,0.027357885,2.035035309,0.027357885,0.027357885,0.451184895
KANK3,1.532432531,-0.014589334,0.553066508,0.711692846,-0.027187482
SLC1A4,4.243031728,3.224124611,3.806367348,3.664630314,4.98995799
RPL23,12.03050717,11.06197914,10.62055145,8.357745072,10.31101645
C7orf61,0.183053074,0.394542517,0.495878512,1.146021775,0.756299033
BIRC2,3.64854709,4.189420497,5.070891743,5.130373463,6.185306184
CYP2W1,-0.056923936,1.299940146,-0.044671685,0.197981114,-0.056923936
H1-4,0.729966934,3.028180226,0.120697668,1.541777708,-3.19E-05
CTDSP1,4.713508299,5.237954179,5.318121284,4.5026438,5.618539211
PTPN9,3.720297121,4.279169057,4.015986272,3.561121465,4.680681448
HEG1,0.058942592,3.725831448,6.779307909,5.619851081,7.653828677
DNAJC14,4.745070254,5.14690152,4.226179927,5.775584831,4.427844509
TCP1,7.636287041,7.717617991,6.905064597,7.280209187,7.308708578
ABCC6,0.080904234,0.878760378,0.771998154,2.698793616,0.187854782
BANF2,-0.001230174,-0.001230174,-0.001230174,-0.001230174,-0.001230174
MGST3,5.172789659,7.968027403,7.285330769,7.3076839,7.611673761
SUGT1,4.089299042,4.86069461,5.547964307,4.540164143,5.819247302
ZNF260,1.840011865,3.318588693,2.23492378,4.361498001,3.107984383
DDX54,5.251764748,5.607591969,3.451436164,4.15396778,4.243399004
CSF1R,0.471366027,0.113166581,0.518391113,0.06272076,0.049817344
LCN9,-0.001415031,-0.001415031,-0.001415031,-0.001415031,-0.001415031
PEA15,4.229433612,6.261158312,9.793838928,6.349422676,9.763271185
TUBA3C,0.001572946,-0.026019582,-0.026019582,0.131890017,-0.012155018
RASL10A,2.637666043,1.420624461,0.009732726,0.39725225,0.101245887
GRIN2C,-0.002909846,1.425076254,0.009375267,2.229915758,0.021545025
UNC119B,4.488362988,5.439104342,4.117274343,5.233313418,4.398341152
ASB7,2.618155097,3.23942506,2.399845147,2.702767863,2.536988322
KRTAP26-1,-0.000772109,-0.000772109,-0.000772109,-0.000772109,-0.000772109
PSD3,2.434949005,2.318885186,2.887519203,4.857592312,4.618303052
SYNE4,0.237995939,0.561574632,0.036011428,1.432601009,0.023864512
NXPH2,0.007472889,0.022053253,0.007472889,0.224954874,0.022053253
C19orf44,1.884004521,2.428486042,1.581852192,2.820379633,1.94028728
HMGN4,5.277722243,5.622554958,5.43673202,5.953050151,5.765581129
CHD1,3.798813644,4.632813243,2.988188811,5.13198388,3.958133679
MORC3,3.055710201,3.200784244,3.45759622,4.508627593,3.581518393
SDK2,3.581818063,0.949963512,0.663276862,4.017663809,0.018139563
D2HGDH,2.122262288,3.345773293,2.433230238,3.401183994,3.132885285
POMT1,3.375592586,5.061289651,4.293050671,5.495158138,5.138396856
IRGQ,1.632553516,2.800576481,2.466673159,3.491408684,3.061295194
IL1RAPL2,-0.003978994,0.268548943,-0.003978994,-0.003978994,0.204932308
ARHGEF28,-0.034770768,3.184060806,3.636799301,3.115634061,4.19446762
CRYBG1,1.139314282,0.471956217,0.434561977,2.092958994,0.405864735
LRRC23,2.049793999,2.960312795,3.056204336,1.824339293,3.390656544
CLMN,0.148814103,0.392985132,0.362101049,2.017341775,0.2312357
MFSD4B,2.24892196,2.063984618,1.644676289,3.156162221,1.522505349
DTYMK,3.728364027,6.496899678,3.918818502,6.685153636,5.517359551
CHGB,0.358492457,6.771157535,0.419948285,10.42584312,0.203672248
CYBRD1,5.356575273,0.326517479,7.431225884,3.549859939,8.928286792
GBP3,2.140172091,-0.057711344,5.005201579,3.449808543,5.027388514
PDE3B,3.268196829,3.338508725,0.009538222,2.805196006,0.124334239
KRBOX1,-0.012433717,-0.012433717,2.051331864,-0.012433717,3.506445425
FUT10,2.589576434,1.082055687,1.819700402,2.999592275,2.738355182
PSMA1,7.366189166,7.713284636,6.914348603,8.32811486,7.673771133
BLCAP,4.847854293,6.934103648,5.812254536,7.272050991,5.674699692
DNAJB13,0.011411584,1.492169663,0.540632896,1.104467433,-0.02569998
POTEB3,-0.001915457,-0.001915457,-0.001915457,-0.001915457,0.009408126
PHB2,8.527574034,8.799285546,6.608375537,6.552791056,6.868805204
CSAG2,-0.018007093,0.34295806,-0.018007093,-0.018007093,0.026632837
CFAP298,4.97291494,6.700474404,4.387866783,5.551040626,5.192041891
CHRND,-0.002725603,0.038686316,0.018082863,0.038686316,0.018082863
ASTL,-0.001534011,-0.001534011,0.02969707,1.753511161,-0.001534011
INSM1,0.02917596,10.25545475,-0.01070166,4.743116341,0.02917596
ALKBH8,2.800549302,2.732067411,2.154223121,2.698708843,2.582501724
ADAMTSL4,1.846623409,1.423163796,4.205224192,1.532956416,5.767689178
KLHL13,-0.036834143,2.943358332,0.141831891,0.089146265,2.584915927
TOMM34,4.923578812,6.333918729,4.387192527,4.450701269,4.797275514
TASP1,3.65338423,3.594112829,1.815587323,2.642839135,2.243654471
CARTPT,-0.004452681,0.997362837,-0.004452681,-0.004452681,-0.004452681
MBOAT1,1.853421742,0.172559713,0.6383704,4.986758261,0.680969655
GSDMC,-0.002694943,0.010616202,0.036851401,0.02379748,0.865198631
MCRIP2,5.120584828,6.9089254,2.572774198,4.678600605,3.03573246
RRM1,5.197501815,7.18912608,4.622438316,7.501587452,5.854318133
TANK,3.44752175,5.673984746,5.375075914,5.936764193,5.8866415
TMEM151B,0.210617567,1.979331271,0.06094447,3.50939026,-0.080091144
PITPNM2,3.493836964,0.276906291,1.671486658,2.689201638,2.529331378
MRPS33,5.719170297,6.361246783,5.438108373,6.927367842,6.162564781
EIF5A2,0.04903202,2.783706137,3.425938523,3.537683477,3.079957693
UPF3B,3.215217099,5.321306703,2.559323963,5.039540797,2.628821307
E2F4,5.643790623,6.074207788,4.496603224,4.973389332,5.002306228
GDF2,-0.001668499,-0.001668499,-0.001668499,-0.001668499,-0.001668499
ZNF658,0.234292798,0.110859916,0.726574144,2.381934025,0.998121935
FP565260.3,3.44896442,-0.056823032,0.157383749,1.40446417,-0.043990521
RPS10-NUDT3,3.149082581,3.53991103,2.817424152,3.909213335,3.310038041
AHCY,7.840868913,7.920441118,5.54495051,6.59753532,5.45520094
RAD17,3.786282368,4.444943459,3.683269369,4.262995216,4.184421752
MED20,3.312719876,4.008339786,3.765809547,4.708073213,3.664070579
MARCO,0.00039658,0.00039658,0.00039658,0.00039658,0.00039658
RPS9,11.79553186,10.24070428,10.29617835,9.544294896,10.38385955
TPR,3.575274507,5.746685083,3.837241647,5.611571479,4.883704618
IQCM,-0.002214519,0.389438866,-0.002214519,-0.002214519,0.010459545
LIMA1,2.392873675,3.650988351,7.031217946,6.739789817,7.445782409
SMARCAL1,3.53261354,4.066848263,3.744282732,4.652259002,3.857513603
REV3L,2.660575171,3.823294598,3.05343193,5.770199778,4.288775519
CALHM6,0.330365238,0.006099271,1.853112426,0.273553016,1.0403922
ATG13,4.073115071,5.017985415,5.279099654,5.535752801,5.170605195
PLA2G10,0.030061038,0.083329361,0.22031145,0.109234833,-0.039453318
PFKFB4,2.420000242,0.88737237,3.092307678,2.341033584,0.81338444
USPL1,2.633004026,3.056173295,2.47172512,3.465103687,3.139003235
SDR42E2,-0.000727577,-0.000727577,0.01127539,0.023160099,-0.000727577
SLC23A3,-0.027588089,0.409095033,0.23479555,1.436130181,1.147824353
PTPRN,-0.023415397,7.19005552,3.789282808,2.60208346,1.177509194
PCSK5,-0.014136748,0.064135437,1.161873804,1.844699576,2.035803176
RPL10,12.97926255,10.56863488,11.41564448,9.649016012,11.19240593
REPS2,0.449316434,0.105828906,0.205963602,2.552444011,0.02573342
PROSER1,4.024949796,4.986608831,2.513917687,4.578163235,3.186445886
TMEM219,6.295518779,6.742875716,6.734263709,6.689953278,6.596156996
TRMT12,2.889746777,3.787151808,2.741861866,3.757055572,2.657477544
POGLUT1,3.07870955,3.939489114,3.304803231,4.45871449,3.757924581
NNAT,0.336448985,2.348186611,-0.258838539,2.107912492,1.933949622
SAP30,4.560782037,4.735664654,3.36151109,2.806130568,4.462042608
CKMT1B,0.087985254,6.862751341,-0.074133403,5.170318595,-0.074133403
TRIM43B,0.004250495,0.09111986,0.004250495,0.004250495,0.021966749
MTPN,6.139304199,6.033081554,6.886383961,6.984076947,7.44118736
KCTD5,3.908805254,4.703993541,4.081454415,5.337417236,4.285335186
FIBCD1,-0.019216404,0.34365707,4.259775,2.186756918,0.289309833
SMIM18,-0.01191012,0.02983885,-0.01191012,-0.01191012,-0.01191012
AOPEP,0.911794342,4.672575592,5.949196898,6.086061665,6.675234932
NFKB1,5.285834995,3.573146088,3.466787426,3.91050589,3.592914435
ANKRD12,1.298255878,1.54224971,2.319334752,4.349569209,3.491761838
COL20A1,-0.002150468,-0.002150468,0.034060415,0.022108655,-0.002150468
ADGRA3,4.498100793,4.929164819,3.212102847,5.345734821,3.702558723
GCKR,-0.021594247,-0.021594247,0.466949424,-0.008003198,1.49707996
UBE2U,0.00097588,0.00097588,0.00097588,0.028121448,1.251538867
MAP11,3.005359544,4.658149874,3.069761661,4.140685022,3.648469821
TOPORS,3.113739438,3.630140742,3.193598229,4.302734907,3.836715097
TTLL13P,0.192541839,0.128884281,0.048597358,0.229432171,0.062292179
BOC,0.055797688,0.284022678,2.481942185,2.939339869,5.675505777
RAB20,0.034178126,0.158526721,1.654081404,2.831149693,2.172153412
CIART,2.262099019,4.506824133,2.951604484,4.137031261,3.920438249
NKX3-1,0.091041381,0.972547557,0.800000498,0.514831377,1.508130511
FAM151A,0.162089282,0.012086077,-0.012676131,0.129035799,-0.012676131
IFI30,1.415495813,0.006564782,4.769718282,7.770543384,5.181854393
UBE2N,5.952472338,7.725571184,6.669934879,6.833491278,6.58611807
GLOD5,-0.00919598,-0.00919598,-0.00919598,0.068418001,-0.00919598
GCNT1,2.025823145,4.845447336,3.462092075,5.824959931,3.749871057
PNPLA8,1.36548296,4.54875222,4.063207817,5.437919886,4.451006293
MXRA8,1.633293777,0.381948932,8.222605529,3.766257243,8.628580284
KRTAP12-1,-0.002618075,-0.002618075,-0.002618075,0.130622874,-0.002618075
TMEM147,7.049434076,6.719935068,6.548335258,6.112588798,6.785034098
SUPT6H,4.618345678,6.064378705,4.713638524,4.61348397,5.394664491
LRRC43,1.70899582,3.425367918,0.652920297,0.334948175,1.602972396
IRS1,-0.077690488,2.310209821,3.783791729,1.092242303,3.46014284
TMEM130,0.907805745,0.081442482,3.92732279,0.038741438,3.165527337
GIGYF2,3.2483238,5.309818121,3.893627693,5.850116679,4.863470683
GAS6,0.069820701,4.020194501,9.887464974,5.792613,9.125785693
ARSJ,0.053572887,2.003254541,4.771465116,3.954567465,3.764570427
KLHL8,3.064376064,3.655085363,2.20569711,4.311299652,2.415592682
CERS5,4.351078175,5.21896209,5.731930887,5.66344941,6.098623724
APOBEC4,-0.005238059,1.023012775,0.007664252,0.007664252,0.007664252
DNMT1,6.597187604,6.41283202,4.537547759,7.6225551,5.528847595
INHA,-0.038407954,0.47684352,0.47684352,0.863639401,0.423736782
TK2,3.466543861,1.697589015,4.835446228,3.579525137,5.50302931
KRTAP9-3,-0.00091129,-0.00091129,-0.00091129,-0.00091129,-0.00091129
OGFR,5.149694655,3.536246159,3.505268484,4.558089671,3.807812061
NT5C1A,0.000735489,0.000735489,0.014707173,0.15986513,0.000735489
TUSC3,0.200904848,7.553869641,6.620027125,8.034485909,6.655790494
DEAF1,6.280423712,3.874227142,4.057946633,5.914034609,4.188675617
DEFB105B,-0.000164755,-0.000164755,-0.000164755,-0.000164755,0.194052568
LPAR6,1.868788397,0.169461915,1.823556336,0.197955168,3.731795537
SLC9B1,0.508298866,1.018286686,0.232081055,0.164861285,0.704165955
KLRC3,0.013132243,0.455902007,0.013132243,1.958176153,0.013132243
TMEM82,-0.004556979,0.042846014,-0.004556979,-0.004556979,-0.004556979
UBASH3A,0.002059014,0.002059014,-0.011099612,0.053422011,0.002059014
RSC1A1,0.353283022,-0.117474036,1.08387625,1.68628658,0.809690249
KLK4,0.40479036,2.123821678,0.007627657,0.007627657,0.035206359
IL18BP,3.539380161,2.352773969,0.747763546,3.733461952,1.120915445
EDA,-0.014496298,2.07304698,0.029010902,2.090759425,0.057317283
EPC2,3.118442027,4.721642164,2.695703212,4.584326553,3.484564719
XPO5,5.318933486,5.171415616,3.47244392,4.938882058,3.990671802
MUC1,3.077113592,4.414526409,3.033833322,4.031027519,3.970469001
MMP21,0.105783038,0.416698514,-0.027278917,0.606002806,0.300669484
CXorf51B,0.015038105,0.015038105,0.015038105,0.015038105,0.015038105
OR51G1,-0.000616561,0.089825712,-0.000616561,-0.000616561,-0.000616561
RORA,0.212903286,0.942097244,2.415252599,3.098567389,3.652593045
CABLES1,5.068067472,4.043185995,3.19073972,3.658798468,4.028746121
CRELD1,3.279599324,4.19488882,4.023443257,4.312522052,4.550868449
ACTR3B,3.232395411,3.193117953,2.229928624,2.915153673,3.343264921
TTYH2,3.163428293,1.591920249,0.276548043,3.494803323,0.311470198
VSX2,-0.005083716,0.05207167,-0.005083716,-0.005083716,-0.005083716
ANKS1B,-0.038585398,1.098568999,0.003802041,3.590186197,0.123928384
NUF2,2.496649406,7.469163124,2.042893043,6.227645275,4.112554317
NELFA,4.696922255,4.914643357,2.912914385,5.000083805,3.526952134
LY6G6C,-0.037042767,0.389828943,0.030691143,0.420119667,0.516566061
GRIK1,0.010106733,0.24815389,0.010106733,0.625498575,0.010106733
STX10,6.208122894,4.824390276,4.841767506,6.077642145,5.219661092
PCGF6,3.356228134,3.706499276,2.624901689,3.520530777,3.353380771
LTC4S,4.980073103,0.445909027,0.280969835,1.272144409,1.293205976
AP4E1,1.740813466,2.937181009,2.686446223,2.534205479,3.40524817
NEK5,0.172654687,0.285991872,0.023110097,0.752529643,0.207642357
EXOC1,3.448749907,3.852517702,4.249272504,3.675706704,4.822226029
THOC1,4.041279458,4.010592806,3.239050795,6.717023108,3.899133038
HNMT,-0.086253667,1.063791986,4.429342589,0.457761652,3.403713142
CPLX1,-0.14481602,5.52335497,-0.132436076,4.10293582,-0.072319352
MTHFD1,6.426084188,6.59885402,4.2161075,6.615771601,5.270445956
RFT1,3.819787035,3.091559746,3.971799515,3.837451855,3.796224944
CHKB,4.740814334,5.002216488,3.502604301,4.309981461,4.353312589
DCP2,3.301440824,3.325375377,2.16597544,3.612659464,2.443888291
FBN2,0.104414412,0.076522483,5.623391851,0.048088929,5.506664782
ZNF124,2.869868783,3.379715989,0.80835646,2.723739311,1.504884939
HOGA1,0.008856337,0.217679754,0.064038948,0.26537843,0.229756877
SAAL1,4.318218199,5.219837211,3.108124741,6.126384241,3.193518823
MAPK1IP1L,4.693667285,6.30239697,5.122973472,6.870623287,5.193952734
NEBL,-0.072141192,2.526118689,-0.086237666,4.327322405,0.318271584
PROK1,-0.007388663,0.051112343,-0.007388663,0.031803507,-0.007388663
B4GALT3,3.816381855,6.595539063,4.833567517,5.530545695,4.034139745
SYT9,-0.005057639,0.572950272,0.023645372,0.079400502,0.009364915
PLA2G4A,3.028288673,0.056484093,1.788021094,0.070357367,3.560349617
SLC5A10,0.235813443,-0.005693383,-0.005693383,-0.020346,0.008814871
LUC7L2,5.647261079,5.38677292,4.650930983,6.551256482,5.485322319
SNAP25,0.004904341,6.663509232,2.943196801,5.409791271,0.06049159
PTTG1,6.047066148,8.037589729,5.571737987,8.47323957,7.071808775
CXorf65,1.442365542,-0.006720505,-0.006720505,-0.006720505,-0.006720505
HFE,-0.116325646,0.936810879,3.652791123,1.15255096,4.281609306
GRIA3,0.205175031,0.816041794,0.347824209,0.018420154,3.997548207
IGBP1,5.818899034,4.539367997,5.351022868,5.202721962,5.444678208
TUFT1,-0.216534404,5.447930616,4.429671222,4.046200677,3.552442247
PPP1R14C,-0.026881873,4.134281633,0.069756948,0.581459024,1.658553799
ZNF844,1.216513483,0.38664909,1.310629598,3.191200011,1.546124026
LARP4,3.447157595,5.518457429,3.236433054,5.262448352,4.026195858
ACBD5,2.715957542,4.240190019,3.747359134,4.514860269,4.128222979
SCAP,5.270661448,3.835758694,4.363946568,4.671065775,4.615817255
WDR74,5.952025926,5.844365108,3.98391841,5.556961474,4.267895454
TSPY3,-0.006143483,0.006291643,-0.006143483,-0.006143483,0.006291643
MMP3,0.069624645,-0.001184117,6.170967127,-0.015765891,3.120407452
EIF3K,8.351836429,8.508791428,7.531339545,7.94915545,7.559509424
CYSTM1,0.54186174,6.421573548,5.515734005,7.62910596,6.133439712
TMEM74,0.005566277,1.785240096,0.01924289,0.678473582,0.046198397
CYP24A1,-0.047737932,0.295848759,0.030747066,0.937280855,0.357341736
KIF18B,2.441153529,5.512736933,0.759481028,5.745416536,2.849058304
SDHAF2,5.119809754,5.608335541,5.094086517,6.328067504,5.42987434
CCL15,-0.030488086,1.611228655,-0.030488086,0.049231789,-0.030488086
CNOT2,4.820880305,5.893010375,4.628121638,6.394267504,5.012492373
PLXNA2,0.024731697,4.441200018,0.977348092,3.8510214,4.621548318
TRIM54,-0.038862132,0.104658159,0.092212444,2.93781069,-0.038862132
FBXL16,-0.013582083,5.549073824,0.464084136,4.236923172,0.157902026
SLC24A1,3.44007813,2.3763349,2.709046346,2.257659998,1.981517533
CINP,4.509033114,5.474689745,5.371033542,4.073751808,5.932076257
SLC13A3,0.034534416,0.105394628,0.709212274,2.38607105,1.571213807
NSMAF,6.610344041,4.735947431,3.823575727,5.45823828,4.66903289
KLHL28,1.541490221,3.126971939,2.224893899,3.408223351,2.56828219
ST3GAL1,4.616141407,0.190976464,4.19981015,1.750558462,4.42108175
ECHDC2,2.234801787,5.043902117,3.967607092,5.733692242,5.490431199
MTMR2,4.319517882,3.121327098,4.723422456,4.667184736,4.518016231
SELENOH,6.567054463,5.390318214,5.592516206,6.957451243,5.564124918
ARMC3,-0.014612887,0.250935931,-0.014612887,0.112665948,-0.001325046
GAPT,3.98890841,-0.005720336,-0.005720336,0.008156457,0.008156457
MYCBP2,4.959241501,4.872673957,4.0653036,3.278302777,4.669570644
APOBR,3.977382555,0.059987646,0.020566317,0.286374046,0.020566317
FAM25A,-0.032133821,-0.032133821,0.127297059,-0.032133821,0.127297059
DCAF4,4.504133314,4.018681664,3.334077238,3.691618337,3.376738516
VILL,3.143404629,0.129363635,1.842620306,0.20152312,2.150712239
MPZL2,-0.206121374,-0.109836883,-0.096598721,1.996202682,-0.096598721
TSPAN18,1.15242082,0.208705575,0.371815497,1.638001379,0.106492821
TTC9C,4.891583707,4.999846309,4.753711729,4.952691576,5.042408362
DNMT3A,3.674802656,5.393817554,2.25597733,4.689999211,2.165243646
SLC25A31,-0.015688017,-0.015688017,-0.015688017,-0.015688017,0.029019544
SMCO2,0.196343815,0.316526027,0.105992644,0.361988894,-0.048191619
AL445989.1,0.125529138,-0.003232257,0.03670086,-0.003232257,-0.003232257
KIF13B,2.629663592,3.476006127,1.947534747,4.557968991,1.508619218
ARPC5L,3.666006439,6.229632676,5.336548491,6.309911751,5.671840832
UBE2D2,6.105623001,6.596105111,6.063709229,6.458241372,6.392710214
KCNT2,0.009444374,4.345384569,0.58954858,0.391108686,1.095659916
FGL1,-0.017328338,0.24482457,-0.017328338,2.125383423,-0.017328338
F13B,0.000207177,0.000207177,0.000207177,0.000207177,0.000207177
LACTBL1,5.31E-06,5.31E-06,5.31E-06,5.31E-06,5.31E-06
TFG,4.806036115,6.904393558,6.4454467,7.103592384,7.042497538
HLA-DQA2,0.0545957,0.007327696,0.023239446,0.007327696,0.023239446
UBE2I,6.431888232,8.829871435,5.962689666,7.220864897,6.397011941
FBXL14,2.145316564,4.096367868,1.018342512,1.781579439,2.103411125
PDLIM7,3.318628685,3.559694684,7.859061748,4.788394602,7.240827308
RTL5,0.093570431,4.249305002,2.361860223,2.388603222,3.168392382
THBD,0.201168964,0.003104544,0.460250827,0.93117796,3.187558009
BRK1,6.941473979,6.740199898,7.855693528,6.794309024,8.250745718
RPGRIP1,-0.023857014,0.300122945,0.055124675,0.129756487,0.029305441
CCNB3,-0.004046819,-0.03191071,0.451547664,0.224630398,0.236307481
PHF12,4.650721966,5.016194418,3.143772142,4.238873612,3.526409494
NPM2,4.571208335,3.625120333,1.206063915,5.532604,0.35922962
ENDOG,3.032179747,4.260023691,2.943113469,4.180132684,3.375072871
BBS1,3.797208093,4.392925146,3.030630742,4.206082636,3.823546885
DYNC2LI1,3.149478062,5.112389393,3.763541371,4.884822563,5.217907963
FAM53B,3.165032708,2.779097368,1.861005082,3.044066679,2.344891174
MBD5,2.41158687,3.042174776,2.521508093,3.069243816,2.761602525
KRTAP5-3,-0.003990427,-0.003990427,-0.003990427,-0.003990427,0.027941652
TEX261,4.475542778,5.91105241,5.473750731,5.00607471,6.01433129
ZSWIM4,1.933938228,2.183406095,2.339926391,3.038371044,1.312010855
ATAD3A,4.79192112,5.234929372,3.890011898,4.421861396,4.654137652
IFNA5,-0.000833447,0.067753204,-0.000833447,-0.000833447,-0.000833447
CHST9,-0.005072162,3.247993486,-0.005072162,0.024549264,-0.005072162
CS,7.21276512,8.196256046,5.392226459,7.185357335,6.127784175
UGT8,0.038223889,5.848629207,-0.071576642,5.187750386,-0.057389542
KCNN4,5.408938133,-0.034701141,0.984941235,1.851204216,3.837913413
AMIGO3,1.903468444,1.242765799,0.85882881,1.15053948,1.40238583
COBL,-0.024212833,5.750841692,-0.063611087,3.465086236,-0.050353456
FXYD7,-0.025627592,-0.025627592,-0.025627592,1.988586632,-0.025627592
PRX,1.717007019,0.289089959,1.495094038,1.898590874,1.467628866
LIAS,3.987329107,3.327537891,2.462429746,4.098649616,2.936557723
SLC31A2,1.681707623,1.142543459,5.154062318,2.118583323,5.514389871
FAM117A,5.28270049,2.871973945,1.598194545,2.951067146,1.47098878
BEST1,0.237336519,0.445368461,2.711794193,0.639097331,1.368703922
MOCOS,-0.06151269,0.087417008,0.824097273,0.334688965,1.114648505
NTSR1,0.417996499,-0.070992411,-0.019376763,0.233157624,0.19070135
PSMD8,6.317957158,7.954902052,7.538770402,7.553999269,7.340017796
CDK5RAP3,6.406295897,6.925185917,5.376661324,7.177791185,6.232345431
RHBDF2,2.507880336,2.2381485,2.30289093,3.403058352,1.122368082
EXTL3,1.293033009,3.877290706,3.916669153,6.515848111,3.834162175
CTRL,0.247753994,1.678081685,0.202871972,1.126411813,0.581088773
ALG14,0.595884857,3.32005606,2.155400969,2.208952916,2.400700913
ABR,2.082266044,4.60757937,4.722722736,4.876519165,5.554655397
FAM166A,-0.04675878,0.283846575,0.100377349,0.642162886,0.232523165
SGCG,0.00059132,0.030691395,1.290345149,-0.014682982,0.045522956
TCIM,-0.062639031,0.074463344,1.704350823,2.510320948,-0.04833146
RPS27,13.49480819,12.34967152,11.90304489,10.91934333,11.76963056
LHX5,-0.005329789,1.767848194,-0.005329789,1.545408949,-0.005329789
ZNF587B,2.404804393,2.219886561,1.480490567,2.069288767,1.599522131
CEP295,2.532318301,4.684023224,1.89241145,4.970259286,2.508135988
MRM3,3.269520472,4.780546096,2.846241498,3.294950513,3.721411081
TRAPPC5,4.979428355,4.718676892,5.771909366,4.573096411,5.11295605
DFFA,4.174379566,5.337423499,4.269609554,4.772763888,4.382543256
TRIP10,2.507929458,0.150503063,5.030019355,4.282898134,5.105425739
TSPAN32,3.817406531,0.081396664,0.069612343,0.127476956,0.235896936
HOXB8,-0.050657486,4.425990537,2.029358027,0.275444696,-0.063918345
HLA-DPA1,8.014623281,0.329074135,4.213918303,3.665575218,0.709265452
H2AC19,0.915429535,6.191124627,4.379832024,6.803376063,2.968860019
GORAB,1.556538519,3.571732402,2.95522409,3.341875484,3.796370616
CCND3,3.98835798,4.409188314,5.498726827,4.785947804,5.506244854
BEGAIN,0.114909575,0.211246672,-0.013537883,0.446304165,0.169316249
C5AR1,-0.047661903,-0.047661903,1.255216862,1.741680981,0.555273796
TTLL11,1.144449865,2.795439447,1.707862173,3.480287163,2.40233742
PCDHGA1,0.024282196,1.730499507,1.067055187,0.362887397,1.067055187
SLC30A2,-0.013968948,-0.013968948,0.014627057,0.342509621,-0.013968948
NOD1,3.049587731,0.979116386,1.270582329,2.549691293,2.538682744
CLNK,0.02849719,0.01420652,-0.000226348,0.097911928,-0.000226348
LAMA5,4.085317559,3.707923752,1.828424723,6.350070207,3.386122213
ARGLU1,5.553198116,6.572236407,4.289164409,5.546510601,5.331544406
TRIP11,1.329042149,3.582473802,3.015614532,2.757645614,3.974429262
MAG,0.149566706,0.000646152,0.052166491,-0.012552783,0.013715046
MS4A5,-0.000318756,-0.000318756,-0.000318756,-0.000318756,-0.000318756
RAB33B,2.061361207,3.540410617,2.16510234,2.1103762,2.807225378
SYTL2,2.279352726,1.66546389,4.852575812,7.153599713,4.324930237
DMRTA1,-0.002077394,1.702832242,0.071028959,0.458652456,0.18105143
ATG9A,3.301821168,5.03067398,5.13191897,5.228262347,5.693372546
PPP2R3B,3.578117512,6.73920808,1.701492572,5.251531217,3.401669861
CDK3,1.57038008,2.824307605,1.183935998,4.356912806,1.221809636
TESC,5.203129836,2.567754606,-0.016928167,4.516683387,-0.069901519
PPP1R2C,-0.006574634,0.829010145,-0.006574634,-0.006574634,-0.006574634
PYM1,4.79320666,4.695709916,4.327319461,5.416386308,4.553086788
ZNF383,2.010325228,0.459658277,1.97692062,2.829092755,2.002970326
PLS1,-0.179761412,5.372427193,0.097372374,6.584325784,0.026781458
SVOPL,3.431284158,0.102860743,-0.019977015,-0.019977015,-0.019977015
DNAJC18,2.232167649,3.45286835,3.302887553,4.095204677,3.373102584
NDP,0.004360242,0.004360242,0.059910996,0.059910996,0.875686217
NAGLU,4.243978675,4.181049485,4.997561759,4.132424978,5.738072777
OR2AG1,-0.002121446,0.020951243,0.00947201,0.020951243,0.020951243
SMAD6,2.240292464,3.037546386,0.386405435,2.530689237,4.425659234
ZNF326,3.520192567,5.320486128,3.527491009,5.40466164,4.119605588
UGP2,4.949788876,6.228584303,6.544407253,6.270707803,7.109165336
BCAR1,-0.150958251,4.235532893,5.746337169,3.689602806,4.634915113
ARNTL,1.586130247,3.280801704,2.960014276,4.50824702,3.77046326
SMG1,3.413977097,3.834146664,3.305102429,5.030186499,3.902495075
DDO,4.066554378,0.340736634,1.125071256,2.681969832,0.814507471
EML6,0.032850225,2.106113701,0.180260592,1.391231119,1.118845612
DSPP,-0.00736518,0.021691563,-0.00736518,0.064225485,-0.00736518
FAM83D,3.489104591,5.378333489,2.356182259,5.239844733,4.300479837
MYF5,0.012728501,0.012728501,0.012728501,0.012728501,0.035418238
